threat_type,flee_status,armed_with,city,state,latitude,longitude,age,gender,race,was_mental_illness_related,body_camera,year,row_id,has_gun,has_knife,has_blunt_object,has_vehicle,has_replica,has_unarmed,has_other,race_std,share_white,share_black,share_native_american,share_asian,share_hispanic,share_two_or_more,share_missing
point,not,replica,grass valley,CA,39.2190608,-121.0610606,25.0,male,W,True,False,2020,1,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
threat,not,gun,richmond county,VA,38.1004387,-76.8752801,24.0,male,W,False,False,2020,2,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,central point,OR,42.4175032,-122.9931328,29.0,male,W,True,True,2020,3,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,denver,CO,39.7001049,-105.0299665,20.0,male,H,False,True,2020,4,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,holt,MO,39.4043696,-94.3449817,26.0,male,W,False,False,2020,5,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,ansonia,CT,41.3444575,-73.0701627,30.0,male,H,False,True,2020,6,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,hillsboro,OR,45.5212287,-122.8703604,69.0,male,W,True,False,2020,7,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,north las vegas,NV,36.2397029,-115.1884953,26.0,male,B,False,True,2020,8,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,murrieta,CA,33.5818953,-117.232107,41.0,male,W,False,True,2020,9,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,chicago,IL,41.9180154,-87.7770854,31.0,male,H,False,False,2020,10,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,knife,chicago,IL,41.7519306,-87.5611946,25.0,male,B,False,False,2020,11,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,gun,elkmont,AL,34.8824549,-87.0995218,57.0,male,W,False,False,2020,12,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,jacksonville,FL,30.3717918,-81.686675,17.0,male,B,False,False,2020,13,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,knife,milford,DE,38.9167545,-75.4376983,27.0,male,B,True,False,2020,14,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,knife,oklahoma city,OK,35.4641535,-97.6012274,50.0,male,W,False,False,2020,15,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,lubbock,TX,33.509269,-101.9018041,30.0,male,H,False,False,2020,16,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
move,car,gun,sparks,NV,39.5564364,-119.761852,18.0,male,B,True,False,2020,17,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,asheboro,NC,35.6275205,-79.7572487,21.0,male,W,False,False,2020,18,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,phoenix,AZ,33.4450342,-112.0751622,28.0,male,H,False,False,2020,19,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
move,not,gun,albuquerque,NM,35.0754518,-106.5652647,28.0,male,H,False,False,2020,20,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,car,gun,aurora,CO,39.6746413,-104.8305873,25.0,male,W,False,True,2020,21,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,replica,honolulu,HI,Unknown/Missing,Unknown/Missing,33.0,male,A,False,False,2020,22,0,0,0,0,1,0,0,A,0,0,0,1,0,0,0
point,not,gun,north pole,AK,Unknown/Missing,Unknown/Missing,59.0,male,W,False,False,2020,23,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,bismarck,MO,37.7758496,-90.6269926,34.0,male,W,False,False,2020,24,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,nipton,CA,Unknown/Missing,Unknown/Missing,27.0,male,,True,False,2020,25,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,not,blunt_object,semmes,AL,30.7618675,-88.2294216,34.0,male,W,True,False,2020,26,0,0,1,0,0,0,0,W,1,0,0,0,0,0,0
point,foot,gun,new york,NY,40.7260554,-73.9835429,37.0,male,B,False,True,2020,27,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,bismarck,ND,Unknown/Missing,Unknown/Missing,30.0,male,W,True,False,2020,28,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,car,gun,powhatan point,OH,Unknown/Missing,Unknown/Missing,41.0,male,W,False,False,2020,29,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,philadelphia,PA,40.0130236,-75.0821748,47.0,male,B,True,False,2020,30,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,car,unarmed,spokane,WA,47.720496,-117.4220264,25.0,male,A,False,False,2020,31,0,0,0,0,0,1,0,A,0,0,0,1,0,0,0
attack,car,vehicle,muscoy,CA,34.1506284,-117.3507463,24.0,male,H,False,False,2020,32,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
threat,car,gun,glenwood springs,CO,39.5488077,-107.324471,,male,W,False,False,2020,33,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,nan,knife,miami beach,FL,25.7804051,-80.1306441,49.0,male,B,True,False,2020,34,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,gun,bainbridge,GA,Unknown/Missing,Unknown/Missing,47.0,male,B,False,False,2020,35,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,nan,replica,los angeles,CA,34.0084383,-118.4136894,31.0,male,H,True,False,2020,36,0,0,0,0,1,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,carthage,MO,37.1463601,-94.3099068,47.0,male,W,False,False,2020,37,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,lakewood,CO,39.7851416,-105.1126288,52.0,male,W,False,False,2020,38,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,gary,IN,41.5967886,-87.3682209,29.0,male,B,False,False,2020,39,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,vehicle,san antonio,TX,29.2877821,-98.4039578,45.0,male,W,False,False,2020,40,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,the villages,FL,28.9814258,-82.0095833,51.0,male,H,False,False,2020,41,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,other,lawrenceville,GA,33.9350763,-83.9944833,47.0,male,B,False,False,2020,42,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
attack,not,knife,cocoa,FL,28.3585532,-80.7426085,55.0,male,B,False,True,2020,43,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,missoula,MT,46.885274,-114.0168889,35.0,male,W,False,False,2020,44,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,fleetwood,NC,36.3442052,-81.5314399,50.0,male,W,False,False,2020,45,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,gun,mulberry,FL,Unknown/Missing,Unknown/Missing,31.0,male,W,False,False,2020,46,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,car,knife,west haven,CT,41.2766033,-72.9532372,19.0,male,B,False,True,2020,47,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,wausau,WI,44.9827567,-89.6511043,35.0,male,W,False,False,2020,48,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,yerington,NV,38.9857508,-119.1629309,66.0,male,W,False,False,2020,49,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,car,gun,powder springs,GA,33.920999,-84.7008402,19.0,male,B,False,False,2020,50,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,knife,sebring,FL,27.4201088,-81.5095152,43.0,male,W,False,False,2020,51,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,gun,waterbury,CT,41.5449885,-72.9949748,57.0,male,W,False,False,2020,52,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,foot,gun,fountain valley,CA,33.7142294,-117.9500168,31.0,male,H,False,False,2020,53,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,knife,sedona,AZ,34.8572797,-111.7659433,41.0,male,W,True,False,2020,54,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,lafayette,IN,40.402465,-86.8710006,39.0,male,W,False,False,2020,55,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,atkins,AR,Unknown/Missing,Unknown/Missing,24.0,male,W,False,False,2020,56,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,lacey,WA,47.0380778,-122.7680913,60.0,male,A,False,False,2020,57,0,1,0,0,0,0,0,A,0,0,0,1,0,0,0
threat,foot,gun,jacksonville,FL,30.4431863,-81.6583092,20.0,male,B,False,False,2020,58,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,fox crossing,WI,44.2433755,-88.4175205,32.0,male,W,False,False,2020,59,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,arvada,CO,39.7982674,-105.0701247,40.0,male,W,False,False,2020,60,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,mesa,AZ,33.3931528,-111.848659,37.0,male,H,False,False,2020,61,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
flee,car,undetermined,moore,OK,35.3633242,-97.5018928,34.0,male,W,False,False,2020,62,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,foot,gun,savannah,GA,32.0568844,-81.0889342,22.0,male,B,False,False,2020,63,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,knife,paris,TX,33.6571966,-95.5537341,30.0,male,W,False,False,2020,64,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
point,car,gun,wasilla,AK,Unknown/Missing,Unknown/Missing,26.0,male,W,False,False,2020,65,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,st petersburg,FL,Unknown/Missing,Unknown/Missing,29.0,male,B,False,False,2020,66,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,atlanta,GA,33.7504874,-84.3435567,32.0,male,B,False,False,2020,67,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,bloomingdale,NJ,41.006357,-74.3314872,32.0,male,B,False,False,2020,68,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
shoot,other,gun,san angelo,TX,31.4626665,-100.4621395,27.0,male,W,False,False,2020,69,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,foot,gun,oak park,CA,32.7359363,-117.0797002,31.0,male,H,False,True,2020,70,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,coden,AL,30.4636524,-88.1688641,35.0,female,W,True,False,2020,71,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,car,gun,aurora,CO,39.7537224,-104.7911461,19.0,male,B,False,False,2020,72,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,foot,gun,columbus,OH,39.9887726,-83.0257486,34.0,male,B,False,False,2020,73,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,chandler,AZ,Unknown/Missing,Unknown/Missing,32.0,male,W,False,False,2020,74,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
attack,not,unarmed,temple hills,MD,38.8150206,-76.9618746,43.0,male,B,False,False,2020,75,0,0,0,0,0,1,0,B,0,1,0,0,0,0,0
shoot,not,gun,aiken,SC,Unknown/Missing,Unknown/Missing,22.0,male,B,False,False,2020,76,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,lexington park,MD,38.2131963,-76.4037076,43.0,male,W,True,False,2020,77,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,scottsdale,AZ,33.4876575,-111.9262203,27.0,male,W,True,False,2020,78,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,tuscson,AZ,32.1778586,-110.9983998,39.0,male,H,False,False,2020,79,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,vehicle,shelby gap,KY,37.2328729,-82.5657604,37.0,male,W,False,False,2020,80,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
attack,foot,unarmed,graham,NC,36.077681,-79.386217,20.0,male,B,False,False,2020,81,0,0,0,0,0,1,0,B,0,1,0,0,0,0,0
shoot,not,gun,deposit,NY,42.0997813,-75.3846264,34.0,male,W,True,False,2020,82,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,foot,gun,kasilof,AK,60.3248525,-151.3802998,32.0,male,W,False,False,2020,83,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,hockingport,OH,39.1908953,-81.7444669,41.0,male,W,False,False,2020,84,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,columbus,OH,39.9715681,-82.9129239,15.0,male,B,False,False,2020,85,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,foot,replica,raleigh,NC,35.8611784,-78.7069776,52.0,male,B,True,True,2020,86,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
point,foot,gun,kansas city,MO,39.0030368,-94.5473147,29.0,male,B,False,False,2020,87,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,not,vehicle,gulfport,MS,30.3831645,-89.0536252,53.0,male,B,False,False,2020,88,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,spring hill,FL,28.5014494,-82.4869593,24.0,male,W,False,False,2020,89,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,fort myers,FL,26.6148841,-81.8623464,41.0,male,B,False,False,2020,90,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,foot,gun,wauwatosa,WI,43.0638353,-88.0445613,17.0,male,B,False,False,2020,91,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,foot,gun;vehicle,minot,ME,44.08801,-70.3298,44.0,male,W,True,False,2020,92,1,0,0,1,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,yuma,AZ,32.743007,-114.487475,63.0,male,,False,False,2020,93,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,gun,millcreek,UT,40.6964705,-111.820481,56.0,male,B,False,False,2020,94,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,knife,denton,TX,33.1986227,-97.1318469,23.0,male,B,True,True,2020,95,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,foot,gun,allen,OK,34.8747206,-96.4184723,32.0,male,W,False,False,2020,96,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,home garden,CA,36.2987024,-119.6354689,26.0,male,B,True,False,2020,97,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,car,knife,ono,CA,40.4836765,-122.5700531,41.0,male,W,True,False,2020,98,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,washoe,NV,39.5475499,-119.7986198,56.0,male,W,False,False,2020,99,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,topeka,KS,39.0497158,-95.6689085,33.0,male,H,False,False,2020,100,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,port charlotte,FL,27.0129993,-82.1461762,37.0,male,W,False,False,2020,101,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,replica,brookline,MA,Unknown/Missing,Unknown/Missing,41.0,male,W,True,False,2020,102,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
threat,not,knife,sapulpa,OK,35.9749494,-96.1068643,38.0,male,W,True,False,2020,103,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,kansas city,MO,39.103318,-94.5460442,32.0,male,,False,False,2020,104,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,vestavia hills,AL,33.4881917,-86.6997329,67.0,male,W,False,False,2020,105,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,cuba,MO,Unknown/Missing,Unknown/Missing,46.0,male,W,False,False,2020,106,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,foot,gun,kennewick,WA,46.2177364,-119.1261657,45.0,male,W,False,False,2020,107,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,knife,orange county,FL,28.5652748,-81.1561739,23.0,male,B,False,False,2020,108,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,knife,saginaw,MI,43.4095845,-83.9360324,48.0,male,W,False,False,2020,109,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,chicago,IL,41.9472385,-87.6692155,31.0,male,B,False,False,2020,110,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,byron,GA,32.6473667,-83.7211381,47.0,male,W,False,False,2020,111,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,forrest city,AR,35.0299703,-90.7954482,40.0,male,B,False,False,2020,112,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,lafayette,LA,30.1790014,-92.0268646,40.0,male,W,False,False,2020,113,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,other,gun,albertville,AL,34.2205062,-86.2781876,34.0,male,W,False,True,2020,114,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,virginia beach,VA,36.776002,-75.9904576,51.0,male,N,False,False,2020,115,1,0,0,0,0,0,0,N,0,0,1,0,0,0,0
point,not,gun,baltimore,MD,39.322154,-76.5491801,33.0,male,W,False,False,2020,116,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,dickinson,ND,46.8820217,-102.7855299,25.0,male,N,False,False,2020,117,0,1,0,0,0,0,0,N,0,0,1,0,0,0,0
threat,not,undetermined,bossier city,LA,Unknown/Missing,Unknown/Missing,42.0,male,W,False,True,2020,118,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,foot,gun,salt lake city,UT,40.7627876,-111.8796293,41.0,male,W,False,False,2020,119,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,amarillo,TX,35.2274173,-101.8287049,19.0,male,H,False,False,2020,120,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,gun,sparks,NV,39.5382073,-119.7164245,37.0,male,H,False,False,2020,121,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,gun,silverton,OR,45.0054038,-122.7747906,21.0,male,H,False,True,2020,122,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,car,gun,commerce city,CO,39.8852577,-104.8234058,63.0,male,W,True,False,2020,123,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,rialto,CA,34.1236736,-117.3692451,,male,H,False,False,2020,124,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
point,car,gun,polkton,NC,34.941033,-80.2496504,58.0,male,W,False,False,2020,125,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,anchorage,AK,61.216889,-149.8889424,16.0,male,A,False,False,2020,126,1,0,0,0,0,0,0,A,0,0,0,1,0,0,0
attack,car,vehicle,newbury,MA,42.7517933,-70.9356116,31.0,male,W,False,False,2020,127,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,long beach,CA,33.7926708,-118.1805584,33.0,male,B,False,False,2020,128,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,poinciana,FL,28.1353333,-81.4577935,40.0,male,H,False,False,2020,129,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,harrison county,IN,38.219746,-86.1437678,34.0,male,W,False,False,2020,130,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,greeneville,TN,36.1801215,-82.7803805,29.0,male,W,False,False,2020,131,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,pinetop,AZ,34.1288451,-109.9457807,27.0,male,N,False,False,2020,132,1,0,0,0,0,0,0,N,0,0,1,0,0,0,0
threat,foot,gun,orlando,FL,28.4957873,-81.4587459,23.0,male,B,False,False,2020,133,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,red bluff,CA,40.154402,-122.235906,38.0,male,H,False,False,2020,134,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,columbus,OH,40.0888814,-82.9954277,17.0,male,B,False,False,2020,135,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,dekalb county,GA,33.8176701,-84.2769749,74.0,male,W,False,False,2020,136,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,lake lanier,GA,34.2218685,-83.9691346,26.0,male,,False,False,2020,137,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,arvada,CO,39.7936592,-105.0963036,40.0,male,H,False,False,2020,138,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,unarmed,phoenix,AZ,33.6526498,-112.1161484,30.0,female,,False,False,2020,140,0,0,0,0,0,1,0,NAN,0,0,0,0,0,0,1
shoot,other,gun,deming,NM,32.2686981,-107.7586404,36.0,male,H,False,False,2020,141,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,not,gun,jamestown,NC,35.9906991,-79.9579839,74.0,male,,False,False,2020,142,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,foot,gun,milwaukee,WI,43.0160185,-87.9381194,27.0,male,W,False,False,2020,143,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,arnold,NE,41.4225018,-100.1934649,28.0,male,W,True,False,2020,144,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,unarmed,floresville,TX,29.1587771,-98.172147,20.0,male,W,True,False,2020,145,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
shoot,foot,gun,tuscumbia,AL,34.726999,-87.6936538,38.0,male,B,False,False,2020,146,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,shreveport,LA,32.4370212,-93.7640194,39.0,male,B,False,False,2020,147,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,new york,NY,40.695956,-73.742734,19.0,male,B,False,False,2020,148,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
threat,car,knife,pocatello,ID,42.852614,-112.432716,23.0,male,W,False,True,2020,149,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,georgetown,TX,30.662775,-97.6796446,16.0,male,W,False,False,2020,150,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,nan,replica,brea,CA,33.9240747,-117.8476028,23.0,male,W,False,False,2020,151,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,dalzell,SC,33.9995595,-80.4208616,56.0,male,W,False,False,2020,152,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,kansas city,MO,39.056634,-94.5872978,35.0,male,,False,False,2020,153,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
attack,car,vehicle,bradenton,FL,27.4624582,-82.615946,30.0,male,B,False,False,2020,154,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
move,not,gun,greeley,CO,40.433403,-104.702865,30.0,male,H,False,False,2020,155,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,tahlequah,OK,35.9240027,-94.9384415,30.0,male,W,False,False,2020,156,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,knife,sylvania township,OH,41.7178496,-83.6658747,54.0,male,,False,False,2020,157,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,nan,unarmed,garden grove,CA,33.7670071,-117.9202817,,male,,False,True,2020,158,0,0,0,0,0,1,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,lakeville,MN,44.6595248,-93.2639347,36.0,male,W,True,False,2020,159,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,clarkdale,AZ,34.7681807,-112.0637288,33.0,male,W,False,False,2020,160,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
point,nan,gun,jacksonville,FL,30.3321838,-81.655651,39.0,male,H,True,False,2020,161,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,other,gun,moses lake,WA,47.1444108,-119.3174582,22.0,male,H,False,False,2020,162,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,gun,milwaukee,WI,43.0551682,-87.9142377,49.0,male,B,False,False,2020,163,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,gun,san antonio,TX,Unknown/Missing,Unknown/Missing,45.0,male,H,False,False,2020,164,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,knife,henderson,NV,36.0321244,-115.0215992,45.0,male,W,True,True,2020,165,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,gun,pueblo,CO,38.2877972,-104.6052951,30.0,male,W,False,False,2020,166,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,santa clarita,CA,34.4158517,-118.5513492,30.0,male,H,False,False,2020,167,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,gun,santa ana,CA,33.734465,-117.8981287,21.0,male,,True,False,2020,168,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,not,gun,cloverleaf,TX,29.792305,-95.1784557,17.0,male,W,True,False,2020,169,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,mocksville,NC,35.9251466,-80.5917963,31.0,male,W,False,False,2020,170,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,beaumont,TX,30.067875446812433,-94.15958578433052,27.0,male,H,False,False,2020,171,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,not,replica,keithville,LA,32.3333667,-93.8296541,34.0,male,W,True,False,2020,172,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
point,car,replica,sherman,TX,33.6698081,-96.6173273,73.0,male,W,False,False,2020,173,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
threat,not,knife,miami-dade,FL,25.582306,-80.4857389,49.0,male,H,False,False,2020,174,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,riverside,WA,48.502783,-119.5060727,39.0,male,W,False,False,2020,175,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,unarmed,manila,AR,Unknown/Missing,Unknown/Missing,37.0,male,W,True,False,2020,176,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
shoot,not,gun,fayetteville,NC,35.0869766,-78.9387426,73.0,male,,False,False,2020,177,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,car,gun,ariton,AL,31.5912808,-85.7786771,,male,W,False,False,2020,178,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,henrico,VA,37.6221242,-77.6160323,31.0,male,O,False,False,2020,179,0,1,0,0,0,0,0,O,0,0,0,0,0,0,0
shoot,not,gun,pittsburgh,PA,40.4530524,-80.0030687,25.0,male,B,False,False,2020,180,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,tucson,AZ,32.2208602,-110.82384,41.0,male,,True,False,2020,181,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
