threat_type,flee_status,armed_with,city,state,latitude,longitude,age,gender,race,was_mental_illness_related,body_camera,year,row_id,has_gun,has_knife,has_blunt_object,has_vehicle,has_replica,has_unarmed,has_other,race_std,share_white,share_black,share_native_american,share_asian,share_hispanic,share_two_or_more,share_missing
threat,nan,gun,cheyenne,WY,41.1357091,-104.7874859,39.0,male,B,False,False,2022,2508,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,nan,gun,rockford,IL,42.2725519,-88.9712297,51.0,male,,False,False,2022,2509,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,not,gun,phoenix,AZ,33.59674286043389,-112.0304769787407,52.0,male,W,False,True,2022,2510,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,sedalia,MO,38.7048988,-93.2377177,22.0,male,W,False,False,2022,2511,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,king,NC,36.2631928,-80.3767315,19.0,male,B,False,False,2022,2512,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,safford,AZ,32.8023375,-109.7078108,51.0,male,W,False,False,2022,2513,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,billings,MT,45.7961817,-108.50621,19.0,male,H,False,False,2022,2514,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,blunt_object,cape coral,FL,26.647521,-82.0130178,31.0,male,,True,True,2022,2515,0,0,1,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,replica,marysville,OH,40.2581051,-83.378063,33.0,male,W,False,True,2022,2516,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,siler city,NC,35.7354727,-79.47938,21.0,male,A,False,False,2022,2517,1,0,0,0,0,0,0,A,0,0,0,1,0,0,0
shoot,other,gun,cleveland,OH,41.481747,-81.609766,22.0,male,B,False,False,2022,2518,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,london,KY,37.0466119,-84.1034289,46.0,male,W,False,False,2022,2519,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,other,gun,spring hill,FL,28.4424493,-82.6017319,42.0,male,W,False,True,2022,2520,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,locust,NC,35.2947683,-80.4305649,37.0,male,B,False,False,2022,2521,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,fort collins,CO,40.5303439,-105.0082331,66.0,male,W,False,False,2022,2522,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,car,gun,hopewell,VA,37.296088,-77.326003,42.0,male,,False,False,2022,2523,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,car,replica,sand city,CA,36.6106553,-121.8536095,51.0,male,B,False,True,2022,2524,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
threat,not,knife,kent,WA,47.459948,-122.213295,27.0,male,B,False,False,2022,2525,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,car,other,lubbock,TX,33.5335917,-101.857548,30.0,male,W,False,False,2022,2526,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,nan,gun,los angeles,CA,34.0595609,-118.2938159,24.0,male,H,False,False,2022,2527,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,jourdanton,TX,28.934487578965147,-98.55692077036235,51.0,male,H,False,False,2022,2528,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,san bernardino,CA,34.1083226,-117.291899,48.0,male,,False,False,2022,2529,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,car,gun,fort apache reservation,AZ,33.9167151,-110.1673273,25.0,male,,False,False,2022,2530,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,not,gun,cleveland,OH,41.5262822,-81.6220485,42.0,male,B,False,True,2022,2531,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,foot,gun,lexington county,SC,34.0150678,-81.1112109,19.0,male,B,True,False,2022,2532,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,west new york,NJ,40.7880365,-74.0164897,32.0,male,,False,False,2022,2533,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,memphis,TN,35.1780818,-89.8363017,45.0,male,B,False,False,2022,2534,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,lakeland,FL,28.0811434,-81.9080804,56.0,male,W,False,False,2022,2535,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,naperville,IL,41.7963722,-88.2019054,28.0,male,W,False,True,2022,2536,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
move,car,vehicle,san antonio,TX,29.3453215,-98.5998596,13.0,male,H,False,True,2022,2538,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,birch river,WV,38.4987149,-80.7550982,36.0,male,,False,False,2022,2539,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,nan,gun,towson,MD,39.400577,-76.5995692,66.0,male,B,False,True,2022,2540,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,jonesboro,AR,35.835696,-90.7051346,45.0,male,B,False,False,2022,2541,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,foot,knife,wenatchee,WA,47.4210303,-120.3461584,32.0,male,,False,False,2022,2542,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,st augustine,FL,29.8893288,-81.3286974,47.0,male,W,False,False,2022,2543,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,presque isle,ME,46.6849786,-68.0144423,25.0,male,W,True,False,2022,2544,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
point,nan,other,lancaster,CA,34.6893719,-118.1635872,51.0,male,H,False,False,2022,2545,0,0,0,0,0,0,1,H,0,0,0,0,1,0,0
point,nan,gun,miami-dade county,FL,25.8787379,-80.2265155,73.0,male,W,False,True,2022,2546,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,columbus,OH,40.0203156,-82.9113286,20.0,male,B,False,True,2022,2547,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,knife,oconto,WI,44.863236672220985,-87.8990518410449,27.0,female,W,False,False,2022,2548,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,davenport,IA,41.5739623,-90.5997701,45.0,male,W,False,False,2022,2549,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,wimauma,FL,27.7142276,-82.3063879,42.0,male,H,False,False,2022,2550,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,gun,gadsden,AL,34.0109025,-86.055989,32.0,male,W,True,False,2022,2551,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,nan,gun,harnett county,NC,35.3594393,-78.9002461,40.0,male,W,True,False,2022,2552,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,elizabethton,TN,36.3346344,-82.1546253,38.0,male,W,False,False,2022,2553,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,mableton,GA,33.8397543,-84.5919527,41.0,male,B,False,False,2022,2554,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,knife,springville,UT,40.1582262,-111.6448325,,male,,False,False,2022,2555,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,silver plume,CO,39.6960983,-105.7258386,22.0,male,W,True,True,2022,2556,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,austin,TX,30.32153445704645,-97.711000117748,41.0,male,H,False,True,2022,2557,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,caldwell county,NC,35.9330292,-81.5301766,35.0,male,B,False,False,2022,2558,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,kent,WA,47.3737405,-122.3006543,27.0,male,A,False,False,2022,2559,1,0,0,0,0,0,0,A,0,0,0,1,0,0,0
move,car,vehicle,holly springs,GA,34.1855099,-84.5043575,35.0,male,B,False,False,2022,2560,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,lowndes county,GA,30.8990465,-83.3571368,32.0,male,W,True,False,2022,2561,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,duncanville,TX,32.6279803,-96.90733,42.0,male,B,False,False,2022,2562,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,nan,undetermined,austin,TX,30.3685481,-97.6944251,34.0,male,W,False,False,2022,2563,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,nan,knife,coos bay,OR,43.37420210830988,-124.21256102655472,37.0,male,W,False,True,2022,2564,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,guadalupe county,TX,29.5671763,-98.0497363,41.0,male,W,False,False,2022,2565,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,star,ID,43.6921345,-116.4897539,39.0,male,W,False,False,2022,2566,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,kendale lakes,FL,25.6912479,-80.4342996,21.0,male,W,False,False,2022,2567,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,farmington,NM,36.7030633,-108.1270046,,male,,False,False,2022,2568,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
undetermined,nan,undetermined,cleveland,TN,35.1290751,-84.8904624,54.0,male,W,True,False,2022,2570,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
shoot,nan,gun,lewis county,WV,38.960558,-80.5191237,38.0,male,W,False,False,2022,2571,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,nan,unarmed,monterey township,MI,42.6750432,-85.8298906,22.0,male,W,False,False,2022,2572,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
threat,car,gun,milwaukie,OR,45.4357397,-122.6089011,24.0,male,B,False,False,2022,2573,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,fresno,CA,36.8023137,-119.7417819,30.0,male,H,False,False,2022,2574,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,falfurrias,TX,27.2326876,-98.1396891,41.0,male,H,False,False,2022,2576,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,knife,vallejo,CA,38.098115,-122.2533558,29.0,male,B,False,False,2022,2577,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,los angeles,CA,34.2587903,-118.4321397,24.0,male,H,False,True,2022,2578,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,unknown,anadarko,OK,35.072562,-98.2436625,48.0,male,N,False,False,2022,2579,0,0,0,0,0,0,1,N,0,0,1,0,0,0,0
threat,nan,unknown,manchester,NH,42.9821927,-71.4334137,33.0,male,W,False,True,2022,2580,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,not,replica,albuquerque,NM,35.0849929,-106.6493478,58.0,male,B,True,False,2022,2581,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
point,nan,gun,coeburn,VA,37.0808011,-82.452459,38.0,male,W,False,False,2022,2582,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,car,gun,fairbanks,AK,64.8262093,-147.7136816,57.0,male,,False,False,2022,2584,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,blunt_object,abilene,TX,32.3980921,-99.751086,51.0,male,B,False,False,2022,2585,0,0,1,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,norfolk,VA,36.8915849,-76.3024723,41.0,male,B,False,False,2022,2586,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,smith county,TX,32.5073816,-95.3779348,25.0,male,W,True,False,2022,2587,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
flee,foot,unarmed,adelanto,CA,34.5358425,-117.3993984,35.0,male,W,False,False,2022,2588,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
undetermined,car,gun,fontana,CA,34.183502425613426,-117.4378471313015,,male,B,False,True,2022,2589,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,other,gun,lima,OH,40.742551,-84.1052256,43.0,male,B,False,False,2022,2590,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,blue hill,ME,44.4164542,-68.5123153,27.0,male,W,False,False,2022,2591,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,other,gun,san jose,CA,37.2615538,-121.8047947,29.0,male,H,False,False,2022,2592,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,foot,gun,albion,MI,42.2499743,-84.7561752,42.0,male,B,True,True,2022,2593,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,nan,gun,houston,TX,29.693018400787818,-95.50152692025118,29.0,male,B,False,False,2022,2594,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,nan,gun,thomaston,GA,Unknown/Missing,Unknown/Missing,49.0,male,W,False,False,2022,2595,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,jackson township,PA,41.0017408,-75.3645369,59.0,male,W,True,False,2022,2596,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,salisbury,NC,35.6709727,-80.4742261,46.0,male,,False,True,2022,2597,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,knife,topeka,KS,39.0520186,-95.6651413,38.0,male,B,False,False,2022,2598,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,foot,gun,savannah,GA,Unknown/Missing,Unknown/Missing,31.0,male,B,False,False,2022,2599,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,guernsey county,OH,Unknown/Missing,Unknown/Missing,47.0,female,W,False,False,2022,2600,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,lake placid,FL,Unknown/Missing,Unknown/Missing,68.0,male,W,False,False,2022,2601,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,other,gun,grant-valkaria,FL,Unknown/Missing,Unknown/Missing,42.0,male,W,False,False,2022,2602,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,pueblo,CO,Unknown/Missing,Unknown/Missing,33.0,male,W,True,False,2022,2604,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,charlotte,NC,Unknown/Missing,Unknown/Missing,45.0,male,B,False,False,2022,2605,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,north little rock,AR,Unknown/Missing,Unknown/Missing,66.0,male,B,False,False,2022,2606,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,other,unarmed,akron,OH,Unknown/Missing,Unknown/Missing,25.0,male,B,False,True,2022,2608,0,0,0,0,0,1,0,B,0,1,0,0,0,0,0
move,car,vehicle,arvada,CO,Unknown/Missing,Unknown/Missing,40.0,male,W,False,False,2022,2610,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,phoenix,AZ,Unknown/Missing,Unknown/Missing,30.0,male,B,False,True,2022,2611,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,louisville,KY,Unknown/Missing,Unknown/Missing,34.0,male,W,False,False,2022,2612,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,saranac lake,NY,Unknown/Missing,Unknown/Missing,33.0,male,B,False,False,2022,2613,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,irving,TX,32.8346954,-96.9603078,34.0,male,B,False,False,2022,2614,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,car,gun,safety harbor,FL,28.0121384,-82.6840427,43.0,male,W,False,False,2022,2615,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,el paso,TX,31.7603634,-106.269546,29.0,male,H,False,False,2022,2616,0,0,0,0,0,0,1,H,0,0,0,0,1,0,0
attack,car,vehicle,fort worth,TX,Unknown/Missing,Unknown/Missing,31.0,male,H,False,True,2022,2617,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,pueblo,CO,Unknown/Missing,Unknown/Missing,66.0,male,W,False,False,2022,2618,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,springfield,VA,38.7740794,-77.175841,37.0,male,B,False,True,2022,2619,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,fayetteville,NC,Unknown/Missing,Unknown/Missing,22.0,female,B,True,False,2022,2620,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,foot,gun,los angeles,CA,Unknown/Missing,Unknown/Missing,30.0,male,H,False,False,2022,2621,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,knife,sacramento,CA,Unknown/Missing,Unknown/Missing,74.0,male,,True,True,2022,2623,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,denver,CO,39.824579985432074,-105.00603906004343,,male,,False,False,2022,2624,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,gun,chaparral,NM,Unknown/Missing,Unknown/Missing,63.0,male,,False,False,2022,2625,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,nan,gun,sioux falls,SD,Unknown/Missing,Unknown/Missing,57.0,male,W,False,False,2022,2626,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,gun,warner robins,GA,Unknown/Missing,Unknown/Missing,44.0,male,,True,False,2022,2627,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,las vegas,NV,Unknown/Missing,Unknown/Missing,46.0,male,H,False,True,2022,2628,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,nan,gun,wilmington,CA,33.77956211951949,-118.26900242051126,31.0,male,B,False,False,2022,2630,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,car,gun,port neches,TX,Unknown/Missing,Unknown/Missing,21.0,male,B,False,False,2022,2631,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,not,gun,glendale,AZ,Unknown/Missing,Unknown/Missing,15.0,male,H,False,False,2022,2632,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,nan,gun,los angeles,CA,Unknown/Missing,Unknown/Missing,31.0,male,B,False,False,2022,2633,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,gun,toccoa,GA,Unknown/Missing,Unknown/Missing,32.0,male,B,False,False,2022,2634,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,other,gun,bradley,WV,Unknown/Missing,Unknown/Missing,36.0,male,W,True,False,2022,2635,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,beeville,TX,28.433178949976813,-97.75943121556256,38.0,male,H,False,False,2022,2636,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,detroit,MI,Unknown/Missing,Unknown/Missing,19.0,male,B,False,False,2022,2637,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,not,blunt_object,mclean,VA,Unknown/Missing,Unknown/Missing,26.0,male,W,True,True,2022,2638,0,0,1,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,los angeles,CA,Unknown/Missing,Unknown/Missing,36.0,male,H,False,False,2022,2639,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,car,vehicle,marietta,GA,Unknown/Missing,Unknown/Missing,26.0,male,H,False,False,2022,2640,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
flee,foot,unarmed,fargo,ND,Unknown/Missing,Unknown/Missing,28.0,male,N,False,False,2022,2641,0,0,0,0,0,1,0,N,0,0,1,0,0,0,0
attack,foot,other,houston,TX,Unknown/Missing,Unknown/Missing,47.0,male,B,False,False,2022,2642,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
point,nan,gun,long beach,CA,Unknown/Missing,Unknown/Missing,42.0,male,,False,True,2022,2643,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,unknown,colorado springs,CO,Unknown/Missing,Unknown/Missing,27.0,male,B,False,False,2022,2644,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
shoot,nan,gun,new york,NY,Unknown/Missing,Unknown/Missing,60.0,male,B,True,False,2022,2645,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,foot,gun,brooklyn,NY,40.686714747771305,-73.97905806169632,19.0,male,B,False,False,2022,2646,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,foot,gun,cave city,KY,Unknown/Missing,Unknown/Missing,31.0,male,,False,False,2022,2647,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,knife,flossmoor,IL,Unknown/Missing,Unknown/Missing,64.0,male,B,False,True,2022,2648,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,knife,mason,OH,Unknown/Missing,Unknown/Missing,27.0,male,W,False,False,2022,2649,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,lebanon,OH,Unknown/Missing,Unknown/Missing,65.0,male,W,False,False,2022,2650,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,minneapolis,MN,44.9640177,-93.242507,20.0,male,B,True,False,2022,2651,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
shoot,nan,gun,salem,OR,Unknown/Missing,Unknown/Missing,16.0,male,,False,False,2022,2652,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,nan,knife,henrico county,VA,Unknown/Missing,Unknown/Missing,20.0,male,B,True,True,2022,2653,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,gun,houston,TX,30.004293871982693,-95.4612343163794,45.0,male,W,False,False,2022,2654,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,foot,gun,grand prairie,TX,Unknown/Missing,Unknown/Missing,31.0,male,B,False,False,2022,2655,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,replica,salinas,CA,36.7046194,-121.6555486,,male,,False,False,2022,2656,0,0,0,0,1,0,0,NAN,0,0,0,0,0,0,1
shoot,car,gun,hancock county,IL,40.4586387,-91.0239553,31.0,male,W,False,False,2022,2657,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,denver,CO,39.78557357384624,-104.97829838878016,26.0,male,H,False,True,2022,2658,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
threat,not,knife,ontario,CA,34.0687744,-117.557184,,male,,True,False,2022,2659,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,nan,blunt_object,hollywood,FL,26.0026523,-80.1609926,36.0,male,B,True,False,2022,2660,0,0,1,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,nan,blunt_object,modesto,CA,37.6637514,-120.9500521,30.0,male,H,False,False,2022,2661,0,0,1,0,0,0,0,H,0,0,0,0,1,0,0
attack,nan,blunt_object,hattiesburg,MS,31.275289,-89.2756662,45.0,male,B,True,False,2022,2662,0,0,1,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,nan,unarmed,anaheim,CA,33.7591757,-117.9897058,27.0,male,W,False,False,2022,2663,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
shoot,car,gun,vinton,TX,31.9569236,-106.5764408,28.0,male,,False,False,2022,2664,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,nan,gun,newport,ME,44.8270196,-69.2337371,35.0,male,W,False,False,2022,2665,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,denver,CO,39.7892203,-104.9840557,33.0,male,W,False,False,2022,2666,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,georgetown,SC,33.378678,-79.29166,50.0,male,W,False,False,2022,2667,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
flee,foot,gun,san bernardino,CA,Unknown/Missing,Unknown/Missing,23.0,male,B,False,True,2022,2668,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,amarillo,TX,35.180723811796284,-101.86038392273068,53.0,male,W,False,False,2022,2669,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,knife,chandler,AZ,33.3060486,-111.8762178,44.0,male,W,False,True,2022,2670,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,car,undetermined,hillsboro,OH,Unknown/Missing,Unknown/Missing,58.0,male,W,False,True,2022,2671,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,not,knife,phoenix,AZ,Unknown/Missing,Unknown/Missing,22.0,male,N,True,False,2022,2672,0,1,0,0,0,0,0,N,0,0,1,0,0,0,0
threat,not,gun,aurora,CO,Unknown/Missing,Unknown/Missing,27.0,male,B,False,False,2022,2673,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
threat,nan,knife,west brattleboro,VT,Unknown/Missing,Unknown/Missing,34.0,male,W,False,False,2022,2674,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,fort myers,FL,Unknown/Missing,Unknown/Missing,29.0,male,W,False,False,2022,2675,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,car,gun,horn lake,MS,Unknown/Missing,Unknown/Missing,39.0,female,B,False,False,2022,2676,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,nan,vehicle,gastonia,NC,Unknown/Missing,Unknown/Missing,21.0,male,B,False,False,2022,2677,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
threat,not,knife,gaithersburg,MD,Unknown/Missing,Unknown/Missing,35.0,male,W,False,False,2022,2678,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,nan,gun,albuquerque,NM,Unknown/Missing,Unknown/Missing,43.0,male,A,True,False,2022,2679,1,0,0,0,0,0,0,A,0,0,0,1,0,0,0
point,nan,gun,loganville,GA,Unknown/Missing,Unknown/Missing,63.0,male,,False,False,2022,2680,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,unarmed,moreno valley,CA,33.901434431355085,-117.2262287150194,49.0,male,W,False,True,2022,2681,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
threat,nan,unknown,darlington county,SC,Unknown/Missing,Unknown/Missing,65.0,male,W,False,False,2022,2682,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
threat,not,knife,bolingbrook,IL,Unknown/Missing,Unknown/Missing,37.0,male,W,True,False,2022,2683,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,foot,gun,los angeles,CA,34.06213313908332,-118.17613932333688,39.0,male,H,False,False,2022,2684,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,foot,gun,douglas county,MO,Unknown/Missing,Unknown/Missing,54.0,male,W,False,False,2022,2685,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,nan,gun,madisonville,OH,Unknown/Missing,Unknown/Missing,34.0,male,W,False,True,2022,2686,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,other,gun,houston,TX,29.600202779070734,-95.47771152385415,19.0,male,B,False,False,2022,2687,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,nan,gun,north lauderdale,FL,Unknown/Missing,Unknown/Missing,28.0,male,B,False,False,2022,2688,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,dallas,TX,Unknown/Missing,Unknown/Missing,33.0,male,H,False,False,2022,2689,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
